,customer_age,customer_gender,is_premium_member,product_category,unit_price,quantity,total_spent,tax_amount,customer_rating,review_count,payment_method,used_discount_coupon,returned_item,shipping_region,device_type
35,32,M,0,Beauty,67.53488831029306,5,337.6744415514653,64.1581438947784,4,36,Crypto,0,0,South,Desktop
36,64,M,0,Electronics,600.2159422532878,4,2400.8637690131513,456.16411611249873,5,52,Crypto,1,0,East,Tablet
37,68,F,0,Home,127.53110370063985,1,127.53110370063985,24.230909703121572,5,75,Debit Card,0,0,Central,Tablet
38,61,F,1,Books,15.225645626014307,2,30.451291252028614,5.785745337885436,4,27,Crypto,0,0,West,Tablet
39,69,F,0,Beauty,46.16446782487698,1,46.16446782487698,8.771248886726626,5,32,Credit Card,0,0,Central,Tablet
40,20,M,0,Electronics,604.3749585521504,1,604.3749585521504,114.83124212490857,2,9,PayPal,0,1,East,Desktop
41,54,F,0,Clothing,63.71199928731315,1,63.71199928731315,12.105279864589498,5,70,PayPal,1,0,West,Tablet
42,68,F,1,Clothing,31.085760322817634,3,93.2572809684529,17.718883384006052,4,29,Debit Card,0,0,South,Mobile
43,24,M,0,Beauty,43.37520467287039,1,43.37520467287039,8.241288887845373,3,13,Crypto,0,0,South,Desktop
44,38,M,0,Electronics,376.3569851387485,3,1129.0709554162454,214.52348152908664,4,44,Crypto,1,0,South,Mobile
45,26,F,0,Home,136.9847585741392,2,273.9695171482784,52.05420825817289,2,42,Credit Card,0,0,North,Tablet
46,56,M,1,Home,130.5827530668837,5,652.9137653344185,124.05361541353952,5,68,Crypto,0,0,East,Mobile
47,35,F,0,Home,110.70229203845865,4,442.8091681538346,84.13374194922858,1,3,Debit Card,0,0,East,Mobile
48,21,M,0,Electronics,482.27113820933806,5,2411.3556910466905,458.1575812988712,4,37,Crypto,0,0,South,Tablet
49,42,M,1,Home,198.7014618002617,1,198.7014618002617,37.753277742049725,5,55,Debit Card,0,0,Central,Mobile
50,31,M,0,Clothing,42.79118483761104,3,128.37355451283312,24.390975357438293,1,24,Debit Card,1,0,South,Desktop
51,67,F,0,Clothing,41.25935688637153,2,82.51871377274306,15.67855561682118,2,6,Credit Card,1,0,Central,Tablet
52,26,M,0,Electronics,521.8814532013704,4,2087.5258128054816,396.6299044330415,3,8,Credit Card,0,1,North,Mobile
53,43,F,0,Electronics,703.0485090787943,1,703.0485090787943,133.5792167249709,4,42,PayPal,0,0,South,Mobile
54,19,M,0,Electronics,418.37069074291355,2,836.7413814858271,158.98086248230715,3,29,Crypto,0,0,East,Mobile
55,37,F,0,Clothing,44.49122650714601,3,133.47367952143804,25.35999910907323,5,74,Credit Card,0,0,Central,Tablet
56,45,M,1,Home,122.3159546741006,3,366.9478640223018,69.72009416423735,5,36,Credit Card,1,0,South,Mobile
57,64,F,1,Home,156.37416155825272,4,625.4966462330109,118.84436278427206,3,54,PayPal,0,0,South,Mobile
58,24,F,0,Electronics,452.4217211840756,2,904.8434423681512,171.9202540499487,5,40,Credit Card,1,0,Central,Desktop
59,61,M,0,Books,24.778956665499237,4,99.11582666199695,18.832007065779422,2,52,Debit Card,0,0,East,Desktop
60,25,F,0,Electronics,562.4107508889858,1,562.4107508889858,106.8580426689073,1,39,PayPal,0,0,West,Tablet
61,64,M,1,Home,153.56833071654648,3,460.70499214963945,87.5339485084315,3,38,Debit Card,0,0,Central,Tablet
62,52,F,1,Home,133.12578694676992,3,399.37736084030973,75.88169855965884,3,18,Debit Card,0,0,West,Desktop
63,31,F,0,Home,190.2072362235952,3,570.6217086707857,108.41812464744928,1,22,Debit Card,1,0,North,Tablet
64,34,M,1,Home,213.58365150389184,2,427.1673030077837,81.1617875714789,1,35,Crypto,0,0,North,Desktop
65,53,M,1,Home,120.53665090830748,1,120.53665090830748,22.90196367257842,2,24,Credit Card,1,0,North,Mobile
66,67,M,0,Clothing,44.63848028894145,4,178.5539211557658,33.9252450195955,3,38,PayPal,1,0,North,Mobile
67,57,M,0,Home,143.05449037758683,3,429.1634711327605,81.54105951522449,4,62,PayPal,0,0,South,Tablet
68,21,M,0,Clothing,32.03595764155133,5,160.17978820775664,30.43415975947376,5,45,Crypto,0,0,East,Desktop
69,19,M,0,Electronics,478.73920110480924,1,478.73920110480924,90.96044820991375,3,52,Debit Card,0,0,North,Tablet
70,23,M,0,Beauty,48.61049435844364,5,243.0524717922182,46.179969640521456,4,35,Crypto,0,0,South,Tablet
71,59,F,1,Electronics,288.04304986053796,2,576.0860997210759,109.45635894700443,1,22,Crypto,0,0,East,Mobile
72,21,M,0,Beauty,59.56468743147916,3,178.69406229443746,33.951871835943116,1,45,Crypto,1,0,West,Desktop
73,46,M,1,Home,188.70650166199158,1,188.70650166199158,35.8542353157784,1,40,Crypto,1,0,West,Mobile
74,35,M,0,Books,27.18729626137886,2,54.37459252275772,10.331172579323967,5,30,PayPal,0,0,South,Mobile
75,43,NB,1,Electronics,536.8402576772843,4,2147.361030709137,407.9985958347361,2,28,Credit Card,0,0,Central,Tablet
76,61,F,0,Clothing,17.663668557377044,5,88.31834278688521,16.78048512950819,2,4,Credit Card,1,0,West,Tablet
77,51,M,0,Books,17.766484194451788,5,88.83242097225894,16.878159984729198,1,23,Crypto,0,0,Central,Mobile
78,27,F,0,Clothing,39.520212175972254,2,79.04042435194451,15.017680626869456,3,33,Crypto,1,0,Central,Desktop
79,53,F,0,Electronics,549.2509255986675,1,549.2509255986675,104.35767586374683,1,9,Crypto,0,1,North,Desktop
80,31,F,0,Books,15.10648144352158,2,30.21296288704316,5.740462948538201,3,39,Crypto,0,0,North,Mobile
81,48,F,0,Beauty,55.345397829438035,5,276.7269891471902,52.57812793796614,2,14,PayPal,0,0,East,Desktop
82,65,M,1,Books,21.970390167074562,2,43.940780334149125,8.348748263488334,3,35,Credit Card,0,0,North,Desktop
83,32,M,0,Electronics,539.9578421658591,3,1619.8735264975774,307.7759700345397,4,59,Debit Card,0,1,North,Desktop
84,25,F,0,Clothing,39.488858797001875,5,197.44429398500938,37.51441585715178,3,16,Debit Card,1,0,South,Desktop
85,31,NB,0,Books,17.982904543637115,2,35.96580908727423,6.833503726582104,2,27,PayPal,0,0,East,Desktop
86,40,M,1,Beauty,52.67416290526487,1,52.67416290526487,10.008090952000325,3,45,Debit Card,0,0,South,Desktop
87,57,M,0,Beauty,69.49393792746625,4,277.975751709865,52.81539282487435,1,47,Credit Card,1,0,North,Tablet
88,38,F,0,Electronics,495.3934163229601,5,2476.9670816148005,470.6237455068121,5,30,Crypto,1,0,West,Mobile
89,33,M,1,Books,25.822010763473862,4,103.28804305389545,19.624728180240137,5,71,Crypto,1,0,East,Desktop
90,62,M,0,Electronics,637.8223617340323,2,1275.6447234680645,242.37249745893226,5,58,Debit Card,1,0,North,Mobile
91,35,M,1,Clothing,32.2609378300697,3,96.7828134902091,18.388734563139728,5,35,PayPal,0,0,Central,Mobile
92,64,NB,0,Beauty,42.5970811884584,5,212.98540594229198,40.46722712903548,4,44,PayPal,1,0,South,Desktop
93,41,F,1,Home,177.8177171944713,1,177.8177171944713,33.785366266949545,2,35,Crypto,1,0,Central,Mobile
94,43,F,0,Books,24.20928592702878,4,96.83714370811512,18.399057304541873,3,48,Debit Card,0,0,Central,Mobile
95,42,M,1,Beauty,79.0257172952918,4,316.1028691811672,60.05954514442177,2,19,Credit Card,1,0,North,Mobile
96,62,F,1,Electronics,602.505397166145,4,2410.02158866458,457.90410184627024,2,10,PayPal,1,1,West,Mobile
97,58,M,1,Clothing,55.71353810010377,5,278.56769050051884,52.92786119509858,4,41,PayPal,0,0,East,Desktop
98,46,M,1,Clothing,35.68033978598516,1,35.68033978598516,6.7792645593371805,1,16,PayPal,1,0,East,Desktop
99,32,F,1,Electronics,508.12790758826014,2,1016.2558151765203,193.08860488353886,5,46,Crypto,1,0,South,Tablet
100,62,F,1,Home,144.82146333762822,3,434.4643900128847,82.54823410244809,5,61,Debit Card,1,0,South,Mobile
101,18,M,0,Home,212.79235144894764,5,1063.9617572447382,202.15273387650026,3,43,Credit Card,1,0,North,Desktop
102,42,F,0,Clothing,39.79572811507983,4,159.18291246031933,30.244753367460675,1,19,Crypto,0,0,South,Desktop
103,24,NB,0,Electronics,556.9045826652092,5,2784.522913326046,529.0593535319488,2,14,Debit Card,0,0,East,Tablet
104,26,F,0,Books,15.229766903407402,1,15.229766903407402,2.893655711647406,3,44,Crypto,0,0,Central,Desktop
105,41,M,0,Clothing,32.85666365871244,2,65.71332731742488,12.485532190310728,2,38,PayPal,0,0,East,Desktop
106,18,M,0,Electronics,480.4966492481857,4,1921.9865969927428,365.1774534286211,2,39,Credit Card,0,0,North,Mobile
107,61,M,1,Home,97.18942885890645,3,291.56828657671934,55.39797444957668,5,77,Debit Card,1,0,North,Mobile
108,25,F,0,Clothing,38.03238566319941,2,76.06477132639883,14.452306552015777,1,29,Debit Card,0,0,Central,Desktop
109,41,NB,0,Clothing,42.88291262342524,4,171.53165049370097,32.59101359380318,5,69,PayPal,0,0,South,Mobile
110,28,F,0,Clothing,39.46078185877391,1,39.46078185877391,7.497548553167044,4,30,Credit Card,1,0,Central,Desktop
111,68,F,1,Electronics,341.86922877331193,2,683.7384575466239,129.91030693385852,5,28,Debit Card,0,0,South,Desktop
112,34,M,1,Books,20.088602698098967,5,100.44301349049483,19.08417256319402,2,10,Debit Card,0,0,North,Tablet
113,25,F,0,Beauty,64.93963120100031,1,64.93963120100031,12.33852992819006,2,29,Crypto,0,0,Central,Tablet
114,52,F,0,Beauty,74.7903852988144,1,74.7903852988144,14.210173206774735,4,33,Crypto,0,0,East,Mobile
115,52,M,1,Home,156.94158037299087,1,156.94158037299087,29.818900270868266,5,51,Crypto,0,0,South,Mobile
116,50,M,1,Clothing,35.266510282669955,5,176.3325514133498,33.503184768536464,3,24,Crypto,0,0,South,Desktop
117,22,F,0,Books,21.600140911766058,5,108.0007045588303,20.520133866177755,5,48,Debit Card,0,0,Central,Tablet
118,59,M,0,Home,120.22751439193078,1,120.22751439193078,22.84322773446685,4,53,Credit Card,0,0,West,Tablet
119,56,F,1,Books,19.972481060066404,2,39.94496212013281,7.589542802825234,3,51,Credit Card,1,0,West,Desktop
120,58,M,1,Electronics,477.1350527511842,4,1908.5402110047369,362.6226400909,5,43,Debit Card,0,0,East,Mobile
121,45,M,0,Electronics,521.4991669061569,3,1564.4975007184707,297.25452513650947,4,50,Debit Card,0,1,South,Mobile
122,24,NB,0,Beauty,71.29278371066633,5,356.4639185533316,67.728144525133,3,40,Debit Card,0,0,East,Desktop
123,26,NB,0,Beauty,64.22715389489898,4,256.9086155795959,48.81263696012322,4,37,Debit Card,0,0,West,Mobile
124,25,F,0,Clothing,28.91747806649627,1,28.91747806649627,5.494320832634291,1,43,Crypto,0,0,Central,Tablet
125,29,F,0,Electronics,346.10602241519405,2,692.2120448303881,131.52028851777374,2,16,PayPal,0,0,West,Mobile
126,51,NB,0,Electronics,442.7957780889146,4,1771.1831123556583,336.5247913475751,2,5,Crypto,0,1,West,Desktop
127,50,F,0,Clothing,32.19219419696444,2,64.38438839392887,12.233033794846486,5,52,PayPal,0,0,East,Mobile
128,65,F,1,Clothing,46.2282170305486,1,46.2282170305486,8.783361235804234,3,32,Credit Card,0,0,South,Mobile
129,40,F,1,Beauty,52.46247553999645,3,157.38742661998936,29.903611057797978,5,77,Credit Card,1,0,East,Desktop
130,41,F,1,Clothing,41.684487684771646,4,166.73795073908659,31.680210640426452,3,26,Crypto,0,0,South,Tablet
131,54,F,1,Electronics,499.764885734032,3,1499.294657202096,284.86598486839824,3,55,Credit Card,0,0,North,Tablet
132,52,F,1,Clothing,38.04305359196347,2,76.08610718392694,14.45636036494612,2,43,PayPal,0,0,Central,Tablet
133,61,F,0,Beauty,48.32675941939972,4,193.30703767759888,36.72833715874379,3,29,Crypto,0,0,West,Tablet
134,57,F,0,Clothing,48.14163170852018,4,192.56652683408072,36.58764009847534,4,24,Crypto,0,0,Central,Tablet
135,39,M,1,Books,13.103500353459832,5,65.51750176729917,12.448325335786842,2,46,Crypto,1,0,Central,Mobile
136,44,F,0,Clothing,27.26750732072723,4,109.07002928290892,20.723305563752696,2,5,Crypto,0,0,Central,Mobile
137,52,M,1,Clothing,31.375065007442807,5,156.87532503721403,29.806311757070667,3,11,Crypto,1,0,North,Mobile
138,18,F,0,Clothing,31.14836421340479,5,155.74182106702395,29.59094600273455,4,43,Crypto,1,0,East,Desktop
139,52,F,0,Electronics,350.28106421595396,3,1050.843192647862,199.66020660309377,4,40,Debit Card,0,0,East,Desktop
140,54,F,0,Home,143.16398702522613,3,429.49196107567843,81.60347260437891,1,1,PayPal,0,0,Central,Mobile
141,64,M,0,Electronics,549.6427211594306,2,1099.2854423188612,208.86423404058363,2,51,Debit Card,0,1,North,Tablet
142,31,M,0,Beauty,72.03846977875169,4,288.15387911500676,54.74923703185129,3,7,Debit Card,0,0,West,Desktop
143,20,F,0,Books,19.592545504766672,3,58.77763651430001,11.167750937717003,5,72,PayPal,0,0,Central,Mobile
144,18,NB,0,Electronics,489.71443069356036,4,1958.8577227742414,372.18296732710587,4,43,Debit Card,1,0,West,Desktop
145,22,M,0,Clothing,52.60207670930372,4,210.40830683721487,39.97757829907083,5,74,Credit Card,0,0,East,Tablet
146,43,M,0,Electronics,496.99996889013715,1,496.99996889013715,94.42999408912605,1,29,Credit Card,1,0,West,Mobile
147,31,M,0,Beauty,53.307363770223006,1,53.307363770223006,10.128399116342372,5,57,PayPal,0,0,Central,Mobile
148,56,F,1,Clothing,28.785996429520125,1,28.785996429520125,5.469339321608824,1,25,Crypto,0,0,West,Desktop
149,44,F,0,Electronics,465.8162266316186,1,465.8162266316186,88.50508306000754,4,14,Crypto,0,1,North,Desktop
150,26,F,0,Home,145.03707544230417,1,145.03707544230417,27.557044334037794,1,48,PayPal,0,0,North,Mobile
151,32,F,0,Clothing,53.10555486695774,4,212.42221946783096,40.360221698887884,4,58,Credit Card,1,0,Central,Mobile
152,32,F,0,Clothing,39.367340519721,1,39.367340519721,7.479794698746989,5,33,Crypto,0,0,Central,Tablet
153,43,M,0,Home,149.20092740932355,5,746.0046370466177,141.74088103885737,4,54,PayPal,0,0,East,Desktop
154,59,F,0,Books,12.588891601197037,1,12.588891601197037,2.3918894042274372,2,49,Credit Card,1,0,North,Desktop
155,30,F,0,Electronics,592.493140478825,1,592.493140478825,112.57369669097676,3,41,Credit Card,1,0,Central,Desktop
156,68,F,1,Books,18.56788174485048,2,37.13576348970096,7.055795063043183,3,49,Crypto,0,0,West,Mobile
157,49,F,0,Home,100.89103617943353,2,201.78207235886705,38.33859374818474,2,3,Crypto,0,0,Central,Desktop
158,56,F,0,Electronics,500.46309299842477,4,2001.852371993699,380.35195067880284,2,4,Crypto,1,0,Central,Desktop
159,66,M,1,Home,178.95094790282528,2,357.90189580565055,68.0013602030736,1,22,Crypto,0,0,West,Tablet
160,69,M,0,Clothing,33.25267349610386,1,33.25267349610386,6.318007964259733,1,27,Crypto,0,0,East,Desktop
161,49,F,0,Electronics,344.3500869916407,5,1721.7504349582034,327.13258264205865,2,43,PayPal,1,0,West,Tablet
162,21,M,0,Home,152.26376043974795,2,304.5275208794959,57.86022896710422,2,36,PayPal,1,0,South,Mobile
163,47,M,0,Beauty,45.18443044654626,5,225.9221522327313,42.92520892421894,5,28,PayPal,0,0,South,Mobile
164,54,M,0,Electronics,736.2233083563369,5,3681.1165417816846,699.4121429385201,1,43,Crypto,1,0,East,Desktop
165,40,NB,0,Electronics,555.9067521544008,2,1111.8135043088016,211.2445658186723,2,11,Crypto,0,1,Central,Mobile
166,56,M,0,Clothing,41.02402376713822,3,123.07207130141465,23.383693547268784,4,38,PayPal,1,0,East,Desktop
167,62,M,1,Books,23.967420252795048,1,23.967420252795048,4.553809848031059,4,16,PayPal,1,0,West,Tablet
168,32,F,0,Clothing,42.001526281895686,2,84.00305256379137,15.960579987120362,2,33,Crypto,0,0,East,Desktop
169,60,F,0,Electronics,599.0714997797462,1,599.0714997797462,113.82358495815178,3,23,Crypto,1,0,East,Mobile
170,46,M,0,Books,21.8159365307938,5,109.079682653969,20.72513970425411,2,42,Credit Card,1,0,Central,Desktop
171,53,F,0,Clothing,39.47797074333325,3,118.43391222999975,22.502443323699953,1,38,Debit Card,0,0,South,Mobile
172,30,M,0,Books,23.459249178873193,4,93.83699671549277,17.829029375943627,1,23,PayPal,1,0,East,Desktop
173,49,F,1,Electronics,572.3979891145117,2,1144.7959782290234,217.51123586351446,1,9,Debit Card,0,0,Central,Desktop
174,24,F,0,Books,15.50286952429952,2,31.00573904859904,5.891090419233818,3,13,Debit Card,1,0,West,Desktop
175,68,M,0,Clothing,41.41436261128291,5,207.07181305641456,39.343644480718766,2,51,Debit Card,0,0,Central,Tablet
176,39,F,0,Clothing,38.21992018347236,4,152.87968073388944,29.047139339438996,4,43,Credit Card,0,0,North,Desktop
177,45,M,0,Home,150.8925925811452,1,150.8925925811452,28.66959259041759,3,21,Debit Card,1,0,South,Mobile
178,19,F,0,Clothing,33.7122148650426,3,101.13664459512779,19.21596247307428,5,31,Credit Card,0,0,East,Tablet
179,59,F,0,Home,111.9703003506605,5,559.8515017533025,106.37178533312748,3,15,Crypto,0,0,South,Desktop
180,62,M,0,Books,23.525182476830533,5,117.62591238415267,22.348923352989008,4,44,Credit Card,0,0,Central,Mobile
181,23,M,0,Books,15.55534708704561,5,77.77673543522805,14.77757973269333,3,7,Credit Card,0,0,West,Mobile
182,45,NB,0,Clothing,41.89878969325937,2,83.79757938651873,15.92154008343856,4,14,Crypto,1,0,South,Mobile
183,45,F,1,Electronics,724.4980106506667,3,2173.494031952,412.96386607088004,3,33,Credit Card,0,1,North,Desktop
184,61,F,1,Home,167.0326338494648,2,334.0652676989296,63.47240086279662,4,25,Crypto,0,0,North,Mobile
185,61,M,0,Electronics,564.903925752634,1,564.903925752634,107.33174589300046,3,12,Debit Card,1,0,East,Mobile
186,37,M,0,Home,176.34328103749266,2,352.6865620749853,67.01044679424722,4,52,PayPal,0,0,East,Desktop
187,47,F,0,Clothing,41.463889628883315,3,124.39166888664994,23.63441708846349,3,16,Credit Card,1,0,North,Mobile
188,28,M,0,Clothing,45.917762343651084,4,183.67104937460434,34.897499381174825,4,19,Credit Card,0,0,West,Mobile
189,45,M,1,Beauty,61.71622158653266,2,123.43244317306532,23.45216420288241,5,43,Debit Card,0,0,West,Desktop
190,42,F,0,Books,21.371541494123086,5,106.85770747061542,20.30296441941693,5,36,Debit Card,1,0,West,Mobile
191,56,M,0,Beauty,76.97292885587484,3,230.91878656762452,43.87456944784866,3,20,PayPal,0,0,West,Tablet
192,50,F,0,Clothing,44.19474236541602,1,44.19474236541602,8.397001049429043,2,51,PayPal,0,0,Central,Mobile
193,18,F,0,Home,187.4341627427919,3,562.3024882283758,106.83747276339139,4,51,Credit Card,0,0,East,Mobile
194,44,M,1,Beauty,39.12178520086694,5,195.6089260043347,37.165695940823596,3,13,Crypto,0,0,South,Desktop
195,69,F,1,Clothing,41.76620555491419,4,167.06482221965675,31.742316221734782,5,60,Debit Card,1,0,East,Mobile
196,30,M,0,Clothing,45.26802611917556,3,135.8040783575267,25.80277488793007,3,13,Debit Card,1,0,North,Mobile
197,58,NB,1,Beauty,62.555558306416984,1,62.555558306416984,11.885556078219228,5,48,Crypto,1,0,East,Mobile
198,20,NB,0,Electronics,696.9598117640322,3,2090.879435292097,397.2670927054984,2,5,PayPal,0,0,Central,Desktop
199,56,F,1,Electronics,475.2698223306549,1,475.2698223306549,90.30126624282444,5,61,PayPal,0,0,East,Tablet
200,23,M,0,Home,146.05756359462606,2,292.1151271892521,55.5018741659579,3,14,Crypto,0,0,West,Mobile
201,25,F,0,Clothing,25.676472180327977,2,51.352944360655954,9.75705942852463,3,20,Debit Card,1,0,North,Desktop
202,44,NB,0,Home,197.7692969453719,5,988.8464847268596,187.88083209810333,1,20,Credit Card,1,0,Central,Tablet
203,26,M,0,Clothing,41.00738918284625,1,41.00738918284625,7.791403944740787,4,56,PayPal,0,0,West,Tablet
204,54,F,1,Home,136.57650591057245,1,136.57650591057245,25.949536123008766,2,37,PayPal,0,0,South,Tablet
205,50,M,0,Electronics,312.24732906069016,2,624.4946581213803,118.65398504306226,3,34,Crypto,0,0,Central,Mobile
206,68,M,1,Electronics,416.9473324163053,2,833.8946648326106,158.43998631819602,5,70,Crypto,0,0,Central,Mobile
207,59,F,1,Clothing,35.25858753418499,2,70.51717506836998,13.398263262990296,5,77,Credit Card,1,0,East,Desktop
208,61,F,0,Electronics,466.8115563838502,4,1867.2462255354008,354.7767828517261,5,53,Crypto,0,0,North,Tablet
209,41,M,1,Home,140.37270387728833,4,561.4908155091533,106.68325494673913,3,52,Debit Card,0,0,North,Desktop
210,32,M,1,Electronics,515.513662443457,5,2577.568312217285,489.7379793212842,4,18,PayPal,0,1,Central,Desktop
211,49,F,1,Home,144.8743757202569,4,579.4975028810276,110.10452554739524,3,48,PayPal,0,0,East,Tablet
212,49,M,0,Beauty,60.10039963941797,5,300.50199819708985,57.09537965744707,4,31,Credit Card,0,0,West,Desktop
213,41,F,0,Clothing,48.01779041367138,1,48.01779041367138,9.123380178597563,3,31,Crypto,1,0,West,Mobile
214,58,F,1,Beauty,58.32942492139325,5,291.64712460696626,55.41295367532359,5,38,Credit Card,0,0,South,Tablet
215,69,F,1,Home,133.45419710295252,2,266.90839420590504,50.71259489912196,4,33,Credit Card,0,0,South,Mobile
216,66,M,0,Clothing,40.90485583924608,1,40.90485583924608,7.771922609456755,3,43,Crypto,0,0,West,Desktop
217,66,F,1,Clothing,46.11807553533786,3,138.35422660601358,26.28730305514258,2,11,PayPal,1,0,West,Desktop
218,69,M,0,Books,15.466298206985293,2,30.932596413970586,5.877193318654411,5,48,Debit Card,1,0,Central,Desktop
219,29,F,0,Home,172.1469722307419,5,860.7348611537095,163.5396236192048,3,16,Crypto,0,0,Central,Mobile
220,56,M,1,Books,22.20543991277124,2,44.41087982554248,8.438067166853072,4,16,Debit Card,1,0,Central,Desktop
221,19,M,0,Electronics,460.0727103291465,1,460.0727103291465,87.41381496253784,2,12,Crypto,0,0,North,Mobile
222,20,M,0,Clothing,34.89544114423059,2,69.79088228846118,13.260267634807624,3,26,Debit Card,0,0,East,Desktop
223,66,F,0,Books,18.129490281190478,5,90.64745140595238,17.223015767130953,4,37,Crypto,0,0,North,Tablet
224,54,F,1,Clothing,35.099043851547464,4,140.39617540618985,26.675273327176072,3,22,Crypto,0,0,North,Desktop
225,66,M,1,Home,179.6661297054261,4,718.6645188217044,136.54625857612385,5,36,Crypto,1,0,North,Desktop
226,34,F,0,Electronics,423.01913259662274,4,1692.076530386491,321.4945407734333,2,23,Debit Card,1,0,East,Tablet
227,66,M,0,Home,150.37103611617235,2,300.7420722323447,57.140993724145495,5,54,Credit Card,0,0,Central,Tablet
228,19,F,0,Electronics,478.9861625758229,4,1915.9446503032916,364.0294835576254,4,27,PayPal,1,0,Central,Tablet
229,19,M,0,Home,183.17134794993726,5,915.8567397496863,174.0127805524404,3,14,Debit Card,0,0,Central,Mobile
230,45,F,0,Electronics,383.60359016342557,1,383.60359016342557,72.88468213105085,5,51,Crypto,1,0,Central,Desktop
231,40,F,0,Home,132.20072688931643,5,661.0036344465822,125.59069054485062,4,32,Credit Card,1,0,West,Mobile
232,54,NB,0,Books,20.150217070084388,5,100.75108535042193,19.142706216580166,5,73,Crypto,0,0,Central,Mobile
233,49,F,1,Clothing,51.884845832604,3,155.654537497812,29.574362124584276,2,46,Debit Card,1,0,South,Tablet
